vector,bit_lsb,bit_msb,width,wrapper_field,struct_name,signal,type_name
po,2056,2056,1,reg_write,TLB_regs_t,reg_write.entry_dirty[10],reg1_t
po,2057,2057,1,reg_write,TLB_regs_t,reg_write.entry_dirty[11],reg1_t
po,2058,2058,1,reg_write,TLB_regs_t,reg_write.entry_dirty[12],reg1_t
po,2059,2059,1,reg_write,TLB_regs_t,reg_write.entry_dirty[13],reg1_t
po,2060,2060,1,reg_write,TLB_regs_t,reg_write.entry_dirty[14],reg1_t
po,2061,2061,1,reg_write,TLB_regs_t,reg_write.entry_dirty[15],reg1_t
po,2062,2062,1,reg_write,TLB_regs_t,reg_write.entry_dirty[16],reg1_t
po,2063,2063,1,reg_write,TLB_regs_t,reg_write.entry_dirty[17],reg1_t
po,2064,2064,1,reg_write,TLB_regs_t,reg_write.entry_dirty[18],reg1_t
po,2065,2065,1,reg_write,TLB_regs_t,reg_write.entry_dirty[19],reg1_t
po,2066,2066,1,reg_write,TLB_regs_t,reg_write.entry_dirty[20],reg1_t
po,2067,2067,1,reg_write,TLB_regs_t,reg_write.entry_dirty[21],reg1_t
po,2068,2068,1,reg_write,TLB_regs_t,reg_write.entry_dirty[22],reg1_t
po,2069,2069,1,reg_write,TLB_regs_t,reg_write.entry_dirty[23],reg1_t
po,2070,2070,1,reg_write,TLB_regs_t,reg_write.entry_dirty[24],reg1_t
po,2071,2071,1,reg_write,TLB_regs_t,reg_write.entry_dirty[25],reg1_t
po,2072,2072,1,reg_write,TLB_regs_t,reg_write.entry_dirty[26],reg1_t
po,2073,2073,1,reg_write,TLB_regs_t,reg_write.entry_dirty[27],reg1_t
po,2074,2074,1,reg_write,TLB_regs_t,reg_write.entry_dirty[28],reg1_t
po,2075,2075,1,reg_write,TLB_regs_t,reg_write.entry_dirty[29],reg1_t
po,2076,2076,1,reg_write,TLB_regs_t,reg_write.entry_dirty[30],reg1_t
po,2077,2077,1,reg_write,TLB_regs_t,reg_write.entry_dirty[31],reg1_t
po,2078,2078,1,reg_write,TLB_regs_t,reg_write.entry_accessed[0],reg1_t
po,2079,2079,1,reg_write,TLB_regs_t,reg_write.entry_accessed[1],reg1_t
po,2080,2080,1,reg_write,TLB_regs_t,reg_write.entry_accessed[2],reg1_t
po,2081,2081,1,reg_write,TLB_regs_t,reg_write.entry_accessed[3],reg1_t
po,2082,2082,1,reg_write,TLB_regs_t,reg_write.entry_accessed[4],reg1_t
po,2083,2083,1,reg_write,TLB_regs_t,reg_write.entry_accessed[5],reg1_t
po,2084,2084,1,reg_write,TLB_regs_t,reg_write.entry_accessed[6],reg1_t
po,2085,2085,1,reg_write,TLB_regs_t,reg_write.entry_accessed[7],reg1_t
po,2086,2086,1,reg_write,TLB_regs_t,reg_write.entry_accessed[8],reg1_t
po,2087,2087,1,reg_write,TLB_regs_t,reg_write.entry_accessed[9],reg1_t
po,2088,2088,1,reg_write,TLB_regs_t,reg_write.entry_accessed[10],reg1_t
po,2089,2089,1,reg_write,TLB_regs_t,reg_write.entry_accessed[11],reg1_t
po,2090,2090,1,reg_write,TLB_regs_t,reg_write.entry_accessed[12],reg1_t
po,2091,2091,1,reg_write,TLB_regs_t,reg_write.entry_accessed[13],reg1_t
po,2092,2092,1,reg_write,TLB_regs_t,reg_write.entry_accessed[14],reg1_t
po,2093,2093,1,reg_write,TLB_regs_t,reg_write.entry_accessed[15],reg1_t
po,2094,2094,1,reg_write,TLB_regs_t,reg_write.entry_accessed[16],reg1_t
po,2095,2095,1,reg_write,TLB_regs_t,reg_write.entry_accessed[17],reg1_t
po,2096,2096,1,reg_write,TLB_regs_t,reg_write.entry_accessed[18],reg1_t
po,2097,2097,1,reg_write,TLB_regs_t,reg_write.entry_accessed[19],reg1_t
po,2098,2098,1,reg_write,TLB_regs_t,reg_write.entry_accessed[20],reg1_t
po,2099,2099,1,reg_write,TLB_regs_t,reg_write.entry_accessed[21],reg1_t
po,2100,2100,1,reg_write,TLB_regs_t,reg_write.entry_accessed[22],reg1_t
po,2101,2101,1,reg_write,TLB_regs_t,reg_write.entry_accessed[23],reg1_t
po,2102,2102,1,reg_write,TLB_regs_t,reg_write.entry_accessed[24],reg1_t
po,2103,2103,1,reg_write,TLB_regs_t,reg_write.entry_accessed[25],reg1_t
po,2104,2104,1,reg_write,TLB_regs_t,reg_write.entry_accessed[26],reg1_t
po,2105,2105,1,reg_write,TLB_regs_t,reg_write.entry_accessed[27],reg1_t
po,2106,2106,1,reg_write,TLB_regs_t,reg_write.entry_accessed[28],reg1_t
po,2107,2107,1,reg_write,TLB_regs_t,reg_write.entry_accessed[29],reg1_t
po,2108,2108,1,reg_write,TLB_regs_t,reg_write.entry_accessed[30],reg1_t
po,2109,2109,1,reg_write,TLB_regs_t,reg_write.entry_accessed[31],reg1_t
po,2110,2110,1,reg_write,TLB_regs_t,reg_write.entry_global[0],reg1_t
po,2111,2111,1,reg_write,TLB_regs_t,reg_write.entry_global[1],reg1_t
po,2112,2112,1,reg_write,TLB_regs_t,reg_write.entry_global[2],reg1_t
po,2113,2113,1,reg_write,TLB_regs_t,reg_write.entry_global[3],reg1_t
po,2114,2114,1,reg_write,TLB_regs_t,reg_write.entry_global[4],reg1_t
po,2115,2115,1,reg_write,TLB_regs_t,reg_write.entry_global[5],reg1_t
po,2116,2116,1,reg_write,TLB_regs_t,reg_write.entry_global[6],reg1_t
po,2117,2117,1,reg_write,TLB_regs_t,reg_write.entry_global[7],reg1_t
po,2118,2118,1,reg_write,TLB_regs_t,reg_write.entry_global[8],reg1_t
po,2119,2119,1,reg_write,TLB_regs_t,reg_write.entry_global[9],reg1_t
po,2120,2120,1,reg_write,TLB_regs_t,reg_write.entry_global[10],reg1_t
po,2121,2121,1,reg_write,TLB_regs_t,reg_write.entry_global[11],reg1_t
po,2122,2122,1,reg_write,TLB_regs_t,reg_write.entry_global[12],reg1_t
po,2123,2123,1,reg_write,TLB_regs_t,reg_write.entry_global[13],reg1_t
po,2124,2124,1,reg_write,TLB_regs_t,reg_write.entry_global[14],reg1_t
po,2125,2125,1,reg_write,TLB_regs_t,reg_write.entry_global[15],reg1_t
po,2126,2126,1,reg_write,TLB_regs_t,reg_write.entry_global[16],reg1_t
po,2127,2127,1,reg_write,TLB_regs_t,reg_write.entry_global[17],reg1_t
po,2128,2128,1,reg_write,TLB_regs_t,reg_write.entry_global[18],reg1_t
po,2129,2129,1,reg_write,TLB_regs_t,reg_write.entry_global[19],reg1_t
po,2130,2130,1,reg_write,TLB_regs_t,reg_write.entry_global[20],reg1_t
po,2131,2131,1,reg_write,TLB_regs_t,reg_write.entry_global[21],reg1_t
po,2132,2132,1,reg_write,TLB_regs_t,reg_write.entry_global[22],reg1_t
po,2133,2133,1,reg_write,TLB_regs_t,reg_write.entry_global[23],reg1_t
po,2134,2134,1,reg_write,TLB_regs_t,reg_write.entry_global[24],reg1_t
po,2135,2135,1,reg_write,TLB_regs_t,reg_write.entry_global[25],reg1_t
po,2136,2136,1,reg_write,TLB_regs_t,reg_write.entry_global[26],reg1_t
po,2137,2137,1,reg_write,TLB_regs_t,reg_write.entry_global[27],reg1_t
po,2138,2138,1,reg_write,TLB_regs_t,reg_write.entry_global[28],reg1_t
po,2139,2139,1,reg_write,TLB_regs_t,reg_write.entry_global[29],reg1_t
po,2140,2140,1,reg_write,TLB_regs_t,reg_write.entry_global[30],reg1_t
po,2141,2141,1,reg_write,TLB_regs_t,reg_write.entry_global[31],reg1_t
po,2142,2142,1,reg_write,TLB_regs_t,reg_write.entry_user[0],reg1_t
po,2143,2143,1,reg_write,TLB_regs_t,reg_write.entry_user[1],reg1_t
po,2144,2144,1,reg_write,TLB_regs_t,reg_write.entry_user[2],reg1_t
po,2145,2145,1,reg_write,TLB_regs_t,reg_write.entry_user[3],reg1_t
po,2146,2146,1,reg_write,TLB_regs_t,reg_write.entry_user[4],reg1_t
po,2147,2147,1,reg_write,TLB_regs_t,reg_write.entry_user[5],reg1_t
po,2148,2148,1,reg_write,TLB_regs_t,reg_write.entry_user[6],reg1_t
po,2149,2149,1,reg_write,TLB_regs_t,reg_write.entry_user[7],reg1_t
po,2150,2150,1,reg_write,TLB_regs_t,reg_write.entry_user[8],reg1_t
po,2151,2151,1,reg_write,TLB_regs_t,reg_write.entry_user[9],reg1_t
po,2152,2152,1,reg_write,TLB_regs_t,reg_write.entry_user[10],reg1_t
po,2153,2153,1,reg_write,TLB_regs_t,reg_write.entry_user[11],reg1_t
po,2154,2154,1,reg_write,TLB_regs_t,reg_write.entry_user[12],reg1_t
po,2155,2155,1,reg_write,TLB_regs_t,reg_write.entry_user[13],reg1_t
po,2156,2156,1,reg_write,TLB_regs_t,reg_write.entry_user[14],reg1_t
po,2157,2157,1,reg_write,TLB_regs_t,reg_write.entry_user[15],reg1_t
po,2158,2158,1,reg_write,TLB_regs_t,reg_write.entry_user[16],reg1_t
po,2159,2159,1,reg_write,TLB_regs_t,reg_write.entry_user[17],reg1_t
po,2160,2160,1,reg_write,TLB_regs_t,reg_write.entry_user[18],reg1_t
po,2161,2161,1,reg_write,TLB_regs_t,reg_write.entry_user[19],reg1_t
po,2162,2162,1,reg_write,TLB_regs_t,reg_write.entry_user[20],reg1_t
po,2163,2163,1,reg_write,TLB_regs_t,reg_write.entry_user[21],reg1_t
po,2164,2164,1,reg_write,TLB_regs_t,reg_write.entry_user[22],reg1_t
po,2165,2165,1,reg_write,TLB_regs_t,reg_write.entry_user[23],reg1_t
po,2166,2166,1,reg_write,TLB_regs_t,reg_write.entry_user[24],reg1_t
po,2167,2167,1,reg_write,TLB_regs_t,reg_write.entry_user[25],reg1_t
po,2168,2168,1,reg_write,TLB_regs_t,reg_write.entry_user[26],reg1_t
po,2169,2169,1,reg_write,TLB_regs_t,reg_write.entry_user[27],reg1_t
po,2170,2170,1,reg_write,TLB_regs_t,reg_write.entry_user[28],reg1_t
po,2171,2171,1,reg_write,TLB_regs_t,reg_write.entry_user[29],reg1_t
po,2172,2172,1,reg_write,TLB_regs_t,reg_write.entry_user[30],reg1_t
po,2173,2173,1,reg_write,TLB_regs_t,reg_write.entry_user[31],reg1_t
po,2174,2174,1,reg_write,TLB_regs_t,reg_write.entry_execute[0],reg1_t
po,2175,2175,1,reg_write,TLB_regs_t,reg_write.entry_execute[1],reg1_t
po,2176,2176,1,reg_write,TLB_regs_t,reg_write.entry_execute[2],reg1_t
po,2177,2177,1,reg_write,TLB_regs_t,reg_write.entry_execute[3],reg1_t
po,2178,2178,1,reg_write,TLB_regs_t,reg_write.entry_execute[4],reg1_t
po,2179,2179,1,reg_write,TLB_regs_t,reg_write.entry_execute[5],reg1_t
po,2180,2180,1,reg_write,TLB_regs_t,reg_write.entry_execute[6],reg1_t
po,2181,2181,1,reg_write,TLB_regs_t,reg_write.entry_execute[7],reg1_t
po,2182,2182,1,reg_write,TLB_regs_t,reg_write.entry_execute[8],reg1_t
po,2183,2183,1,reg_write,TLB_regs_t,reg_write.entry_execute[9],reg1_t
po,2184,2184,1,reg_write,TLB_regs_t,reg_write.entry_execute[10],reg1_t
po,2185,2185,1,reg_write,TLB_regs_t,reg_write.entry_execute[11],reg1_t
po,2186,2186,1,reg_write,TLB_regs_t,reg_write.entry_execute[12],reg1_t
po,2187,2187,1,reg_write,TLB_regs_t,reg_write.entry_execute[13],reg1_t
po,2188,2188,1,reg_write,TLB_regs_t,reg_write.entry_execute[14],reg1_t
po,2189,2189,1,reg_write,TLB_regs_t,reg_write.entry_execute[15],reg1_t
po,2190,2190,1,reg_write,TLB_regs_t,reg_write.entry_execute[16],reg1_t
po,2191,2191,1,reg_write,TLB_regs_t,reg_write.entry_execute[17],reg1_t
po,2192,2192,1,reg_write,TLB_regs_t,reg_write.entry_execute[18],reg1_t
po,2193,2193,1,reg_write,TLB_regs_t,reg_write.entry_execute[19],reg1_t
po,2194,2194,1,reg_write,TLB_regs_t,reg_write.entry_execute[20],reg1_t
po,2195,2195,1,reg_write,TLB_regs_t,reg_write.entry_execute[21],reg1_t
po,2196,2196,1,reg_write,TLB_regs_t,reg_write.entry_execute[22],reg1_t
po,2197,2197,1,reg_write,TLB_regs_t,reg_write.entry_execute[23],reg1_t
po,2198,2198,1,reg_write,TLB_regs_t,reg_write.entry_execute[24],reg1_t
po,2199,2199,1,reg_write,TLB_regs_t,reg_write.entry_execute[25],reg1_t
po,2200,2200,1,reg_write,TLB_regs_t,reg_write.entry_execute[26],reg1_t
po,2201,2201,1,reg_write,TLB_regs_t,reg_write.entry_execute[27],reg1_t
po,2202,2202,1,reg_write,TLB_regs_t,reg_write.entry_execute[28],reg1_t
po,2203,2203,1,reg_write,TLB_regs_t,reg_write.entry_execute[29],reg1_t
po,2204,2204,1,reg_write,TLB_regs_t,reg_write.entry_execute[30],reg1_t
po,2205,2205,1,reg_write,TLB_regs_t,reg_write.entry_execute[31],reg1_t
po,2206,2206,1,reg_write,TLB_regs_t,reg_write.entry_write[0],reg1_t
po,2207,2207,1,reg_write,TLB_regs_t,reg_write.entry_write[1],reg1_t
po,2208,2208,1,reg_write,TLB_regs_t,reg_write.entry_write[2],reg1_t
po,2209,2209,1,reg_write,TLB_regs_t,reg_write.entry_write[3],reg1_t
po,2210,2210,1,reg_write,TLB_regs_t,reg_write.entry_write[4],reg1_t
po,2211,2211,1,reg_write,TLB_regs_t,reg_write.entry_write[5],reg1_t
po,2212,2212,1,reg_write,TLB_regs_t,reg_write.entry_write[6],reg1_t
po,2213,2213,1,reg_write,TLB_regs_t,reg_write.entry_write[7],reg1_t
po,2214,2214,1,reg_write,TLB_regs_t,reg_write.entry_write[8],reg1_t
po,2215,2215,1,reg_write,TLB_regs_t,reg_write.entry_write[9],reg1_t
po,2216,2216,1,reg_write,TLB_regs_t,reg_write.entry_write[10],reg1_t
po,2217,2217,1,reg_write,TLB_regs_t,reg_write.entry_write[11],reg1_t
po,2218,2218,1,reg_write,TLB_regs_t,reg_write.entry_write[12],reg1_t
po,2219,2219,1,reg_write,TLB_regs_t,reg_write.entry_write[13],reg1_t
po,2220,2220,1,reg_write,TLB_regs_t,reg_write.entry_write[14],reg1_t
po,2221,2221,1,reg_write,TLB_regs_t,reg_write.entry_write[15],reg1_t
po,2222,2222,1,reg_write,TLB_regs_t,reg_write.entry_write[16],reg1_t
po,2223,2223,1,reg_write,TLB_regs_t,reg_write.entry_write[17],reg1_t
po,2224,2224,1,reg_write,TLB_regs_t,reg_write.entry_write[18],reg1_t
po,2225,2225,1,reg_write,TLB_regs_t,reg_write.entry_write[19],reg1_t
po,2226,2226,1,reg_write,TLB_regs_t,reg_write.entry_write[20],reg1_t
po,2227,2227,1,reg_write,TLB_regs_t,reg_write.entry_write[21],reg1_t
po,2228,2228,1,reg_write,TLB_regs_t,reg_write.entry_write[22],reg1_t
po,2229,2229,1,reg_write,TLB_regs_t,reg_write.entry_write[23],reg1_t
po,2230,2230,1,reg_write,TLB_regs_t,reg_write.entry_write[24],reg1_t
po,2231,2231,1,reg_write,TLB_regs_t,reg_write.entry_write[25],reg1_t
po,2232,2232,1,reg_write,TLB_regs_t,reg_write.entry_write[26],reg1_t
po,2233,2233,1,reg_write,TLB_regs_t,reg_write.entry_write[27],reg1_t
po,2234,2234,1,reg_write,TLB_regs_t,reg_write.entry_write[28],reg1_t
po,2235,2235,1,reg_write,TLB_regs_t,reg_write.entry_write[29],reg1_t
po,2236,2236,1,reg_write,TLB_regs_t,reg_write.entry_write[30],reg1_t
po,2237,2237,1,reg_write,TLB_regs_t,reg_write.entry_write[31],reg1_t
po,2238,2238,1,reg_write,TLB_regs_t,reg_write.entry_read[0],reg1_t
po,2239,2239,1,reg_write,TLB_regs_t,reg_write.entry_read[1],reg1_t
po,2240,2240,1,reg_write,TLB_regs_t,reg_write.entry_read[2],reg1_t
po,2241,2241,1,reg_write,TLB_regs_t,reg_write.entry_read[3],reg1_t
po,2242,2242,1,reg_write,TLB_regs_t,reg_write.entry_read[4],reg1_t
po,2243,2243,1,reg_write,TLB_regs_t,reg_write.entry_read[5],reg1_t
po,2244,2244,1,reg_write,TLB_regs_t,reg_write.entry_read[6],reg1_t
po,2245,2245,1,reg_write,TLB_regs_t,reg_write.entry_read[7],reg1_t
po,2246,2246,1,reg_write,TLB_regs_t,reg_write.entry_read[8],reg1_t
po,2247,2247,1,reg_write,TLB_regs_t,reg_write.entry_read[9],reg1_t
po,2248,2248,1,reg_write,TLB_regs_t,reg_write.entry_read[10],reg1_t
po,2249,2249,1,reg_write,TLB_regs_t,reg_write.entry_read[11],reg1_t
po,2250,2250,1,reg_write,TLB_regs_t,reg_write.entry_read[12],reg1_t
po,2251,2251,1,reg_write,TLB_regs_t,reg_write.entry_read[13],reg1_t
po,2252,2252,1,reg_write,TLB_regs_t,reg_write.entry_read[14],reg1_t
po,2253,2253,1,reg_write,TLB_regs_t,reg_write.entry_read[15],reg1_t
po,2254,2254,1,reg_write,TLB_regs_t,reg_write.entry_read[16],reg1_t
po,2255,2255,1,reg_write,TLB_regs_t,reg_write.entry_read[17],reg1_t
po,2256,2256,1,reg_write,TLB_regs_t,reg_write.entry_read[18],reg1_t
po,2257,2257,1,reg_write,TLB_regs_t,reg_write.entry_read[19],reg1_t
po,2258,2258,1,reg_write,TLB_regs_t,reg_write.entry_read[20],reg1_t
po,2259,2259,1,reg_write,TLB_regs_t,reg_write.entry_read[21],reg1_t
po,2260,2260,1,reg_write,TLB_regs_t,reg_write.entry_read[22],reg1_t
po,2261,2261,1,reg_write,TLB_regs_t,reg_write.entry_read[23],reg1_t
po,2262,2262,1,reg_write,TLB_regs_t,reg_write.entry_read[24],reg1_t
po,2263,2263,1,reg_write,TLB_regs_t,reg_write.entry_read[25],reg1_t
po,2264,2264,1,reg_write,TLB_regs_t,reg_write.entry_read[26],reg1_t
po,2265,2265,1,reg_write,TLB_regs_t,reg_write.entry_read[27],reg1_t
po,2266,2266,1,reg_write,TLB_regs_t,reg_write.entry_read[28],reg1_t
po,2267,2267,1,reg_write,TLB_regs_t,reg_write.entry_read[29],reg1_t
po,2268,2268,1,reg_write,TLB_regs_t,reg_write.entry_read[30],reg1_t
po,2269,2269,1,reg_write,TLB_regs_t,reg_write.entry_read[31],reg1_t
po,2270,2270,1,reg_write,TLB_regs_t,reg_write.entry_valid[0],reg1_t
po,2271,2271,1,reg_write,TLB_regs_t,reg_write.entry_valid[1],reg1_t
po,2272,2272,1,reg_write,TLB_regs_t,reg_write.entry_valid[2],reg1_t
po,2273,2273,1,reg_write,TLB_regs_t,reg_write.entry_valid[3],reg1_t
po,2274,2274,1,reg_write,TLB_regs_t,reg_write.entry_valid[4],reg1_t
po,2275,2275,1,reg_write,TLB_regs_t,reg_write.entry_valid[5],reg1_t
po,2276,2276,1,reg_write,TLB_regs_t,reg_write.entry_valid[6],reg1_t
po,2277,2277,1,reg_write,TLB_regs_t,reg_write.entry_valid[7],reg1_t
po,2278,2278,1,reg_write,TLB_regs_t,reg_write.entry_valid[8],reg1_t
po,2279,2279,1,reg_write,TLB_regs_t,reg_write.entry_valid[9],reg1_t
po,2280,2280,1,reg_write,TLB_regs_t,reg_write.entry_valid[10],reg1_t
po,2281,2281,1,reg_write,TLB_regs_t,reg_write.entry_valid[11],reg1_t
po,2282,2282,1,reg_write,TLB_regs_t,reg_write.entry_valid[12],reg1_t
po,2283,2283,1,reg_write,TLB_regs_t,reg_write.entry_valid[13],reg1_t
po,2284,2284,1,reg_write,TLB_regs_t,reg_write.entry_valid[14],reg1_t
po,2285,2285,1,reg_write,TLB_regs_t,reg_write.entry_valid[15],reg1_t
po,2286,2286,1,reg_write,TLB_regs_t,reg_write.entry_valid[16],reg1_t
po,2287,2287,1,reg_write,TLB_regs_t,reg_write.entry_valid[17],reg1_t
po,2288,2288,1,reg_write,TLB_regs_t,reg_write.entry_valid[18],reg1_t
po,2289,2289,1,reg_write,TLB_regs_t,reg_write.entry_valid[19],reg1_t
po,2290,2290,1,reg_write,TLB_regs_t,reg_write.entry_valid[20],reg1_t
po,2291,2291,1,reg_write,TLB_regs_t,reg_write.entry_valid[21],reg1_t
po,2292,2292,1,reg_write,TLB_regs_t,reg_write.entry_valid[22],reg1_t
po,2293,2293,1,reg_write,TLB_regs_t,reg_write.entry_valid[23],reg1_t
po,2294,2294,1,reg_write,TLB_regs_t,reg_write.entry_valid[24],reg1_t
po,2295,2295,1,reg_write,TLB_regs_t,reg_write.entry_valid[25],reg1_t
po,2296,2296,1,reg_write,TLB_regs_t,reg_write.entry_valid[26],reg1_t
po,2297,2297,1,reg_write,TLB_regs_t,reg_write.entry_valid[27],reg1_t
po,2298,2298,1,reg_write,TLB_regs_t,reg_write.entry_valid[28],reg1_t
po,2299,2299,1,reg_write,TLB_regs_t,reg_write.entry_valid[29],reg1_t
po,2300,2300,1,reg_write,TLB_regs_t,reg_write.entry_valid[30],reg1_t
po,2301,2301,1,reg_write,TLB_regs_t,reg_write.entry_valid[31],reg1_t
po,2302,2302,1,reg_write,TLB_regs_t,reg_write.plru_tree[0],reg1_t
po,2303,2303,1,reg_write,TLB_regs_t,reg_write.plru_tree[1],reg1_t
po,2304,2304,1,reg_write,TLB_regs_t,reg_write.plru_tree[2],reg1_t
po,2305,2305,1,reg_write,TLB_regs_t,reg_write.plru_tree[3],reg1_t
po,2306,2306,1,reg_write,TLB_regs_t,reg_write.plru_tree[4],reg1_t
po,2307,2307,1,reg_write,TLB_regs_t,reg_write.plru_tree[5],reg1_t
po,2308,2308,1,reg_write,TLB_regs_t,reg_write.plru_tree[6],reg1_t
po,2309,2309,1,reg_write,TLB_regs_t,reg_write.plru_tree[7],reg1_t
po,2310,2310,1,reg_write,TLB_regs_t,reg_write.plru_tree[8],reg1_t
po,2311,2311,1,reg_write,TLB_regs_t,reg_write.plru_tree[9],reg1_t
po,2312,2312,1,reg_write,TLB_regs_t,reg_write.plru_tree[10],reg1_t
po,2313,2313,1,reg_write,TLB_regs_t,reg_write.plru_tree[11],reg1_t
po,2314,2314,1,reg_write,TLB_regs_t,reg_write.plru_tree[12],reg1_t
po,2315,2315,1,reg_write,TLB_regs_t,reg_write.plru_tree[13],reg1_t
po,2316,2316,1,reg_write,TLB_regs_t,reg_write.plru_tree[14],reg1_t
po,2317,2317,1,reg_write,TLB_regs_t,reg_write.plru_tree[15],reg1_t
po,2318,2318,1,reg_write,TLB_regs_t,reg_write.plru_tree[16],reg1_t
po,2319,2319,1,reg_write,TLB_regs_t,reg_write.plru_tree[17],reg1_t
po,2320,2320,1,reg_write,TLB_regs_t,reg_write.plru_tree[18],reg1_t
po,2321,2321,1,reg_write,TLB_regs_t,reg_write.plru_tree[19],reg1_t
po,2322,2322,1,reg_write,TLB_regs_t,reg_write.plru_tree[20],reg1_t
po,2323,2323,1,reg_write,TLB_regs_t,reg_write.plru_tree[21],reg1_t
po,2324,2324,1,reg_write,TLB_regs_t,reg_write.plru_tree[22],reg1_t
po,2325,2325,1,reg_write,TLB_regs_t,reg_write.plru_tree[23],reg1_t
po,2326,2326,1,reg_write,TLB_regs_t,reg_write.plru_tree[24],reg1_t
po,2327,2327,1,reg_write,TLB_regs_t,reg_write.plru_tree[25],reg1_t
po,2328,2328,1,reg_write,TLB_regs_t,reg_write.plru_tree[26],reg1_t
po,2329,2329,1,reg_write,TLB_regs_t,reg_write.plru_tree[27],reg1_t
po,2330,2330,1,reg_write,TLB_regs_t,reg_write.plru_tree[28],reg1_t
po,2331,2331,1,reg_write,TLB_regs_t,reg_write.plru_tree[29],reg1_t
po,2332,2332,1,reg_write,TLB_regs_t,reg_write.plru_tree[30],reg1_t
po,2333,2338,6,reg_write,TLB_regs_t,reg_write.replace_idx_r,reg6_t
po,2339,2339,1,reg_write,TLB_regs_t,reg_write.ifu_pending_r,reg1_t
po,2340,2347,8,reg_write,TLB_regs_t,reg_write.ifu_delay_r,reg8_t
po,2348,2367,20,reg_write,TLB_regs_t,reg_write.ifu_vtag_r,reg20_t
po,2368,2369,2,reg_write,TLB_regs_t,reg_write.ifu_op_type_r,reg2_t
po,2370,2370,1,reg_write,TLB_regs_t,reg_write.lsu_pending_r[0],reg1_t
po,2371,2371,1,reg_write,TLB_regs_t,reg_write.lsu_pending_r[1],reg1_t
po,2372,2372,1,reg_write,TLB_regs_t,reg_write.lsu_pending_r[2],reg1_t
po,2373,2373,1,reg_write,TLB_regs_t,reg_write.lsu_pending_r[3],reg1_t
po,2374,2381,8,reg_write,TLB_regs_t,reg_write.lsu_delay_r[0],reg8_t
po,2382,2389,8,reg_write,TLB_regs_t,reg_write.lsu_delay_r[1],reg8_t
po,2390,2397,8,reg_write,TLB_regs_t,reg_write.lsu_delay_r[2],reg8_t
po,2398,2405,8,reg_write,TLB_regs_t,reg_write.lsu_delay_r[3],reg8_t
po,2406,2425,20,reg_write,TLB_regs_t,reg_write.lsu_vtag_r[0],reg20_t
po,2426,2445,20,reg_write,TLB_regs_t,reg_write.lsu_vtag_r[1],reg20_t
po,2446,2465,20,reg_write,TLB_regs_t,reg_write.lsu_vtag_r[2],reg20_t
po,2466,2485,20,reg_write,TLB_regs_t,reg_write.lsu_vtag_r[3],reg20_t
po,2486,2487,2,reg_write,TLB_regs_t,reg_write.lsu_op_type_r[0],reg2_t
po,2488,2489,2,reg_write,TLB_regs_t,reg_write.lsu_op_type_r[1],reg2_t
po,2490,2491,2,reg_write,TLB_regs_t,reg_write.lsu_op_type_r[2],reg2_t
po,2492,2493,2,reg_write,TLB_regs_t,reg_write.lsu_op_type_r[3],reg2_t
po,2494,2494,1,table_write,TLB_table_write_t,table_write.we,wire1_t
po,2495,2500,6,table_write,TLB_table_write_t,table_write.index,wire6_t
po,2501,2510,10,table_write,TLB_table_write_t,table_write.vpn1,wire10_t
po,2511,2520,10,table_write,TLB_table_write_t,table_write.vpn0,wire10_t
po,2521,2532,12,table_write,TLB_table_write_t,table_write.ppn1,wire12_t
po,2533,2542,10,table_write,TLB_table_write_t,table_write.ppn0,wire10_t
po,2543,2551,9,table_write,TLB_table_write_t,table_write.asid,wire9_t
po,2552,2552,1,table_write,TLB_table_write_t,table_write.megapage,wire1_t
po,2553,2553,1,table_write,TLB_table_write_t,table_write.dirty,wire1_t
po,2554,2554,1,table_write,TLB_table_write_t,table_write.accessed,wire1_t
po,2555,2555,1,table_write,TLB_table_write_t,table_write.global,wire1_t
po,2556,2556,1,table_write,TLB_table_write_t,table_write.user,wire1_t
po,2557,2557,1,table_write,TLB_table_write_t,table_write.execute,wire1_t
po,2558,2558,1,table_write,TLB_table_write_t,table_write.write,wire1_t
po,2559,2559,1,table_write,TLB_table_write_t,table_write.read,wire1_t
po,2560,2560,1,table_write,TLB_table_write_t,table_write.valid_bit,wire1_t
po,2561,2561,1,table_write,TLB_table_write_t,table_write.pte_valid,wire1_t
